NAME.who,NAME.shpfile,NAME.who_adm1,vaccine,iso3,who_coverage,merge_status,GAUL_CODE
lambarene,lambarene,moyogooue,PCV2,GAB,-4444,success,76216
lambarene,lambarene,moyogooue,PCV3,GAB,-4444,success,76216
lambarene,lambarene,moyogooue,Pol3,GAB,79.10030469,success,76216
lambarene,lambarene,moyogooue,RCV1,GAB,-4444,success,76216
lambarene,lambarene,moyogooue,Rota1,GAB,-4444,success,76216
lambarene,lambarene,moyogooue,RotaC,GAB,-4444,success,76216
lambarene,lambarene,moyogooue,TT2plus,GAB,68.70275666,success,76216
lambarene,lambarene,moyogooue,VAD1,GAB,-4444,success,76216
lambarene,lambarene,moyogooue,YFV,GAB,70.27122368,success,76216
lastourville,lastourville,oglolo,BCG,GAB,49.63710279,success,76223
lastourville,lastourville,oglolo,DTP1,GAB,88.25783633,success,76223
lastourville,lastourville,oglolo,DTP3,GAB,82.10031286,success,76223
lastourville,lastourville,oglolo,DTP4,GAB,-4444,success,76223
lastourville,lastourville,oglolo,HepB_BD,GAB,-4444,success,76223
lastourville,lastourville,oglolo,HepB_BDall,GAB,-4444,success,76223
lastourville,lastourville,oglolo,HepB3,GAB,82.10031286,success,76223
lastourville,lastourville,oglolo,Hib3,GAB,82.10031286,success,76223
lastourville,lastourville,oglolo,IPV1,GAB,82.10031286,success,76223
lastourville,lastourville,oglolo,MCV1,GAB,51.96576621,success,76223
lastourville,lastourville,oglolo,MCV2,GAB,-4444,success,76223
lastourville,lastourville,oglolo,MenA,GAB,-4444,success,76223
lastourville,lastourville,oglolo,PAB_DTP1,GAB,-4444,success,76223
lastourville,lastourville,oglolo,PCV1,GAB,-4444,success,76223
lastourville,lastourville,oglolo,PCV2,GAB,-4444,success,76223
lastourville,lastourville,oglolo,PCV3,GAB,-4444,success,76223
lastourville,lastourville,oglolo,Pol3,GAB,79.6746218,success,76223
lastourville,lastourville,oglolo,RCV1,GAB,-4444,success,76223
lastourville,lastourville,oglolo,Rota1,GAB,-4444,success,76223
lastourville,lastourville,oglolo,RotaC,GAB,-4444,success,76223
lastourville,lastourville,oglolo,TT2plus,GAB,45.44464824,success,76223
lastourville,lastourville,oglolo,VAD1,GAB,-4444,success,76223
lastourville,lastourville,oglolo,YFV,GAB,51.96576621,success,76223
lebamba,lebamba,ngounie,BCG,GAB,158.2723659,success,76227
lebamba,lebamba,ngounie,DTP1,GAB,103.6152968,success,76227
lebamba,lebamba,ngounie,DTP3,GAB,97.26152864,success,76227
lebamba,lebamba,ngounie,DTP4,GAB,-4444,success,76227
lebamba,lebamba,ngounie,HepB_BD,GAB,-4444,success,76227
lebamba,lebamba,ngounie,HepB_BDall,GAB,-4444,success,76227
