,NAME,NAME.who,NAME.shpfile,iso3.x,who_coverage,who_coverage.x,who_coverage.y,merge_status,merge_status.x,merge_status.y,GAUL_CODE,GAUL_CODE.x,GAUL_CODE.y
558,diamar,NA,NA,CMR,NA,NA,NA,in shpfile but not WHO,NA,NA,10916,NA,NA
559,djaetlobo,NA,NA,CMR,NA,NA,NA,in shpfile but not WHO,NA,NA,10951,NA,NA
560,djerem,NA,NA,CMR,NA,NA,NA,in shpfile but not WHO,NA,NA,10897,NA,NA
561,dongamantung,NA,NA,CMR,NA,NA,NA,in shpfile but not WHO,NA,NA,10928,NA,NA
562,fako,NA,NA,CMR,NA,NA,NA,in shpfile but not WHO,NA,NA,10945,NA,NA
563,faro,NA,NA,CMR,NA,NA,NA,in shpfile but not WHO,NA,NA,10934,NA,NA
564,faroetdo,NA,NA,CMR,NA,NA,NA,in shpfile but not WHO,NA,NA,10898,NA,NA
565,hautesanaga,NA,NA,CMR,NA,NA,NA,in shpfile but not WHO,NA,NA,10902,NA,NA
566,hautnkam,NA,NA,CMR,NA,NA,NA,in shpfile but not WHO,NA,NA,10938,NA,NA
567,hautnyong,NA,NA,CMR,NA,NA,NA,in shpfile but not WHO,NA,NA,10913,NA,NA
568,hautsplateaux,NA,NA,CMR,NA,NA,NA,in shpfile but not WHO,NA,NA,10939,NA,NA
569,kadey,NA,NA,CMR,NA,NA,NA,in shpfile but not WHO,NA,NA,10914,NA,NA
570,koungkhi,NA,NA,CMR,NA,NA,NA,in shpfile but not WHO,NA,NA,10940,NA,NA
571,koupmanengouba,NA,NA,CMR,NA,NA,NA,in shpfile but not WHO,NA,NA,10946,NA,NA
572,lebialem,NA,NA,CMR,NA,NA,NA,in shpfile but not WHO,NA,NA,10947,NA,NA
573,leki,NA,NA,CMR,NA,NA,NA,in shpfile but not WHO,NA,NA,10903,NA,NA
574,logoneetchari,NA,NA,CMR,NA,NA,NA,in shpfile but not WHO,NA,NA,10917,NA,NA
575,lometdjerem,NA,NA,CMR,NA,NA,NA,in shpfile but not WHO,NA,NA,10915,NA,NA
576,manyu,NA,NA,CMR,NA,NA,NA,in shpfile but not WHO,NA,NA,10948,NA,NA
577,mayobanyo,NA,NA,CMR,NA,NA,NA,in shpfile but not WHO,NA,NA,10899,NA,NA
578,mayodanay,NA,NA,CMR,NA,NA,NA,in shpfile but not WHO,NA,NA,10918,NA,NA
579,mayokani,NA,NA,CMR,NA,NA,NA,in shpfile but not WHO,NA,NA,10919,NA,NA
580,mayolouti,NA,NA,CMR,NA,NA,NA,in shpfile but not WHO,NA,NA,10935,NA,NA
581,mayorey,NA,NA,CMR,NA,NA,NA,in shpfile but not WHO,NA,NA,10936,NA,NA
582,mayosava,NA,NA,CMR,NA,NA,NA,in shpfile but not WHO,NA,NA,10920,NA,NA
583,mayotsanaga,NA,NA,CMR,NA,NA,NA,in shpfile but not WHO,NA,NA,10921,NA,NA
584,mbametinoubou,NA,NA,CMR,NA,NA,NA,in shpfile but not WHO,NA,NA,10904,NA,NA
585,mbametkim,NA,NA,CMR,NA,NA,NA,in shpfile but not WHO,NA,NA,10905,NA,NA
586,mbr,NA,NA,CMR,NA,NA,NA,in shpfile but not WHO,NA,NA,10900,NA,NA
587,mefouetafamba,NA,NA,CMR,NA,NA,NA,in shpfile but not WHO,NA,NA,10906,NA,NA
588,mefouetakono,NA,NA,CMR,NA,NA,NA,in shpfile but not WHO,NA,NA,10907,NA,NA
589,meme,NA,NA,CMR,NA,NA,NA,in shpfile but not WHO,NA,NA,10949,NA,NA
590,menchum,NA,NA,CMR,NA,NA,NA,in shpfile but not WHO,NA,NA,10929,NA,NA
591,menoua,NA,NA,CMR,NA,NA,NA,in shpfile but not WHO,NA,NA,10941,NA,NA
592,mezam,NA,NA,CMR,NA,NA,NA,in shpfile but not WHO,NA,NA,10930,NA,NA
593,mfoundi,NA,NA,CMR,NA,NA,NA,in shpfile but not WHO,NA,NA,10908,NA,NA
594,momo,NA,NA,CMR,NA,NA,NA,in shpfile but not WHO,NA,NA,10931,NA,NA
595,moungo,NA,NA,CMR,NA,NA,NA,in shpfile but not WHO,NA,NA,10922,NA,NA
596,mvila,NA,NA,CMR,NA,NA,NA,in shpfile but not WHO,NA,NA,10952,NA,NA
597,nd,NA,NA,CMR,NA,NA,NA,in shpfile but not WHO,NA,NA,10943,NA,NA
598,ndian,NA,NA,CMR,NA,NA,NA,in shpfile but not WHO,NA,NA,10950,NA,NA
599,ngoketunjia,NA,NA,CMR,NA,NA,NA,in shpfile but not WHO,NA,NA,10932,NA,NA
600,nkam,NA,NA,CMR,NA,NA,NA,in shpfile but not WHO,NA,NA,10923,NA,NA
601,noun,NA,NA,CMR,NA,NA,NA,in shpfile but not WHO,NA,NA,10944,NA,NA
602,nyongetkll,NA,NA,CMR,NA,NA,NA,in shpfile but not WHO,NA,NA,10909,NA,NA
603,nyongetmfoumou,NA,NA,CMR,NA,NA,NA,in shpfile but not WHO,NA,NA,10910,NA,NA
604,nyongetsoo,NA,NA,CMR,NA,NA,NA,in shpfile but not WHO,NA,NA,10911,NA,NA
605,ocan,NA,NA,CMR,NA,NA,NA,in shpfile but not WHO,NA,NA,10953,NA,NA
606,sanagamaritime,NA,NA,CMR,NA,NA,NA,in shpfile but not WHO,NA,NA,10924,NA,NA
607,valleduntem,NA,NA,CMR,NA,NA,NA,in shpfile but not WHO,NA,NA,10954,NA,NA
608,vina,NA,NA,CMR,NA,NA,NA,in shpfile but not WHO,NA,NA,10901,NA,NA
609,wouri,NA,NA,CMR,NA,NA,NA,in shpfile but not WHO,NA,NA,10925,NA,NA
610,akjoujt,akjoujt,NA,MRT,80.52551689,NA,NA,success,NA,NA,22229,NA,NA
611,aleg,aleg,NA,MRT,74.92266366,NA,NA,success,NA,NA,22207,NA,NA
612,amourj,amourj,NA,MRT,71.82895117,NA,NA,success,NA,NA,22219,NA,NA
613,aoujeft,aoujeft,NA,MRT,81.55548235,NA,NA,success,NA,NA,22199,NA,NA
614,atar,atar,NA,MRT,101.6236306,NA,NA,success,NA,NA,22200,NA,NA
615,boutilimit,boutilimit,NA,MRT,91.64872136,NA,NA,success,NA,NA,22237,NA,NA
616,djiguenni,djiguenni,NA,MRT,87.34634436,NA,NA,success,NA,NA,22221,NA,NA
617,kankossa,kankossa,NA,MRT,82.17307479,NA,NA,success,NA,NA,22205,NA,NA
618,kiffa,kiffa,NA,MRT,99.39651529,NA,NA,success,NA,NA,22206,NA,NA
619,maghama,maghama,NA,MRT,109.4585999,NA,NA,success,NA,NA,22215,NA,NA
620,mbagne,mbagne,NA,MRT,98.463329,NA,NA,success,NA,NA,22210,NA,NA
621,nouadhibou,nouadhibou,NA,MRT,80.19277867,NA,NA,success,NA,NA,22212,NA,NA
622,ouadane,ouadane,NA,MRT,88.41007908,NA,NA,success,NA,NA,22223,NA,NA
623,ouadnaga,ouadnaga,NA,MRT,65.69878056,NA,NA,success,NA,NA,22240,NA,NA
624,rkiz,rkiz,NA,MRT,90.33644382,NA,NA,success,NA,NA,22241,NA,NA
625,rosso,rosso,NA,MRT,86.7472503,NA,NA,success,NA,NA,22242,NA,NA
626,tintane,tintane,NA,MRT,75.65624971,NA,NA,success,NA,NA,22228,NA,NA
627,NA,bababe,babab,MRT,NA,97.72138244,NA,fuzzy success,in WHO but not shpfile,in shpfile but not WHO,NA,NA,22208
628,NA,boghe,bogh,MRT,NA,113.9604672,NA,fuzzy success,in WHO but not shpfile,in shpfile but not WHO,NA,NA,22209
629,NA,boumdeid,boumded,MRT,NA,137.6769293,NA,fuzzy success,in WHO but not shpfile,in shpfile but not WHO,NA,NA,22203
630,NA,chinguitti,chinguetti,MRT,NA,97.20992852,NA,fuzzy success,in WHO but not shpfile,in shpfile but not WHO,NA,NA,22201
631,NA,fderick,fdrik,MRT,NA,138.9418036,NA,fuzzy success,in WHO but not shpfile,in shpfile but not WHO,NA,NA,22235
632,NA,guerou,gurou,MRT,NA,105.7246515,NA,fuzzy success,in WHO but not shpfile,in shpfile but not WHO,NA,NA,22204
633,NA,kaedi,kadi,MRT,NA,91.11374854,NA,fuzzy success,in WHO but not shpfile,in shpfile but not WHO,NA,NA,22213
634,NA,keurmacen,keurmacne,MRT,NA,73.96443538,NA,fuzzy success,in WHO but not shpfile,in shpfile but not WHO,NA,NA,22238
635,NA,koubenni,kobenni,MRT,NA,89.80799125,NA,fuzzy success,in WHO but not shpfile,in shpfile but not WHO,NA,NA,22226
636,NA,maghtalahjar,magtalahjar,MRT,NA,124.2856421,NA,fuzzy success,in WHO but not shpfile,in shpfile but not WHO,NA,NA,22211
637,NA,mboud,mbout,MRT,NA,75.74671467,NA,fuzzy success,in WHO but not shpfile,in shpfile but not WHO,NA,NA,22214
638,NA,mederdra,mderdra,MRT,NA,100.299872,NA,fuzzy success,in WHO but not shpfile,in shpfile but not WHO,NA,NA,22239
639,NA,moudjeria,moudjria,MRT,NA,99.88760092,NA,fuzzy success,in WHO but not shpfile,in shpfile but not WHO,NA,NA,22231
640,NA,mounguel,monguel,MRT,NA,114.2036343,NA,fuzzy success,in WHO but not shpfile,in shpfile but not WHO,NA,NA,22216
641,NA,nema,nma,MRT,NA,98.65581326,NA,fuzzy success,in WHO but not shpfile,in shpfile but not WHO,NA,NA,22222
642,NA,ouldyenge,ouldyeng,MRT,NA,118.2209245,NA,fuzzy success,in WHO but not shpfile,in shpfile but not WHO,NA,NA,22217
643,NA,selibabi,slibaby,MRT,NA,64.15576454,NA,fuzzy success,in WHO but not shpfile,in shpfile but not WHO,NA,NA,22218
644,NA,tamchekett,tamchakett,MRT,NA,81.17119134,NA,fuzzy success,in WHO but not shpfile,in shpfile but not WHO,NA,NA,22227
645,NA,tichit,tichitt,MRT,NA,51.0353067,NA,fuzzy success,in WHO but not shpfile,in shpfile but not WHO,NA,NA,22232
646,NA,tijikja,tidjikja,MRT,NA,110.5140076,NA,fuzzy success,in WHO but not shpfile,in shpfile but not WHO,NA,NA,22233
647,NA,zouerat,zourate,MRT,NA,87.42055565,NA,fuzzy success,in WHO but not shpfile,in shpfile but not WHO,NA,NA,22236
648,aiounalatrouss,aiounalatrouss,NA,MRT,87.35823358,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
649,arafat,arafat,NA,MRT,63.41996623,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
650,bababe,bababe,NA,MRT,97.72138244,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
651,barkeiwel,barkeiwel,NA,MRT,78.05357105,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
652,basseknou,basseknou,NA,MRT,69.83321247,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
653,birmougrein,birmougrein,NA,MRT,32.05749773,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
654,boghe,boghe,NA,MRT,113.9604672,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
655,boumdeid,boumdeid,NA,MRT,137.6769293,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
656,chami,chami,NA,MRT,86.81557645,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
657,chinguitti,chinguitti,NA,MRT,97.20992852,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
658,darnaim,darnaim,NA,MRT,141.4077404,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
659,dhar,dhar,NA,MRT,25.87947625,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
660,elmina,elmina,NA,MRT,71.12322128,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
661,fderick,fderick,NA,MRT,138.9418036,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
662,guerou,guerou,NA,MRT,105.7246515,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
663,kaedi,kaedi,NA,MRT,91.11374854,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
664,keurmacen,keurmacen,NA,MRT,73.96443538,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
665,koubenni,koubenni,NA,MRT,89.80799125,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
666,ksar,ksar,NA,MRT,183.9634941,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
667,maghtalahjar,maghtalahjar,NA,MRT,124.2856421,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
668,mboud,mboud,NA,MRT,75.74671467,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
669,mederdra,mederdra,NA,MRT,100.299872,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
670,moudjeria,moudjeria,NA,MRT,99.88760092,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
671,mounguel,mounguel,NA,MRT,114.2036343,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
672,nema,nema,NA,MRT,98.65581326,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
673,oualata,oualata,NA,MRT,47.26850017,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
674,ouldyenge,ouldyenge,NA,MRT,118.2209245,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
675,riyadh,riyadh,NA,MRT,71.63695328,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
676,sebkha,sebkha,NA,MRT,114.1341787,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
677,selibabi,selibabi,NA,MRT,64.15576454,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
678,tamchekett,tamchekett,NA,MRT,81.17119134,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
679,tembedgha,tembedgha,NA,MRT,87.19930585,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
680,tevraghzeina,tevraghzeina,NA,MRT,110.4034072,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
681,teyarett,teyarett,NA,MRT,60.94044682,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
682,tichit,tichit,NA,MRT,51.0353067,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
683,tijikja,tijikja,NA,MRT,110.5140076,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
684,toujounine,toujounine,NA,MRT,62.04733846,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
685,zouerat,zouerat,NA,MRT,87.42055565,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
686,aoun,NA,NA,MRT,NA,NA,NA,in shpfile but not WHO,NA,NA,22225,NA,NA
687,babab,NA,NA,MRT,NA,NA,NA,in shpfile but not WHO,NA,NA,22208,NA,NA
688,barkol,NA,NA,MRT,NA,NA,NA,in shpfile but not WHO,NA,NA,22202,NA,NA
689,bassikounou,NA,NA,MRT,NA,NA,NA,in shpfile but not WHO,NA,NA,22220,NA,NA
690,birmoghren,NA,NA,MRT,NA,NA,NA,in shpfile but not WHO,NA,NA,22234,NA,NA
691,bogh,NA,NA,MRT,NA,NA,NA,in shpfile but not WHO,NA,NA,22209,NA,NA
692,boumded,NA,NA,MRT,NA,NA,NA,in shpfile but not WHO,NA,NA,22203,NA,NA
693,chinguetti,NA,NA,MRT,NA,NA,NA,in shpfile but not WHO,NA,NA,22201,NA,NA
694,fdrik,NA,NA,MRT,NA,NA,NA,in shpfile but not WHO,NA,NA,22235,NA,NA
695,gurou,NA,NA,MRT,NA,NA,NA,in shpfile but not WHO,NA,NA,22204,NA,NA
696,kadi,NA,NA,MRT,NA,NA,NA,in shpfile but not WHO,NA,NA,22213,NA,NA
697,keurmacne,NA,NA,MRT,NA,NA,NA,in shpfile but not WHO,NA,NA,22238,NA,NA
698,kobenni,NA,NA,MRT,NA,NA,NA,in shpfile but not WHO,NA,NA,22226,NA,NA
699,magtalahjar,NA,NA,MRT,NA,NA,NA,in shpfile but not WHO,NA,NA,22211,NA,NA
700,mbout,NA,NA,MRT,NA,NA,NA,in shpfile but not WHO,NA,NA,22214,NA,NA
701,mderdra,NA,NA,MRT,NA,NA,NA,in shpfile but not WHO,NA,NA,22239,NA,NA
702,monguel,NA,NA,MRT,NA,NA,NA,in shpfile but not WHO,NA,NA,22216,NA,NA
703,moudjria,NA,NA,MRT,NA,NA,NA,in shpfile but not WHO,NA,NA,22231,NA,NA
704,nma,NA,NA,MRT,NA,NA,NA,in shpfile but not WHO,NA,NA,22222,NA,NA
705,nouakchott,NA,NA,MRT,NA,NA,NA,in shpfile but not WHO,NA,NA,22230,NA,NA
706,ouldyeng,NA,NA,MRT,NA,NA,NA,in shpfile but not WHO,NA,NA,22217,NA,NA
707,slibaby,NA,NA,MRT,NA,NA,NA,in shpfile but not WHO,NA,NA,22218,NA,NA
708,tamchakett,NA,NA,MRT,NA,NA,NA,in shpfile but not WHO,NA,NA,22227,NA,NA
709,tichitt,NA,NA,MRT,NA,NA,NA,in shpfile but not WHO,NA,NA,22232,NA,NA
710,tidjikja,NA,NA,MRT,NA,NA,NA,in shpfile but not WHO,NA,NA,22233,NA,NA
711,timbdra,NA,NA,MRT,NA,NA,NA,in shpfile but not WHO,NA,NA,22224,NA,NA
712,zourate,NA,NA,MRT,NA,NA,NA,in shpfile but not WHO,NA,NA,22236,NA,NA
121,arlit,arlit,NA,NER,68.0310963,NA,NA,success,NA,NA,25602,NA,NA
122,bilma,bilma,NA,NER,84.01869159,NA,NA,success,NA,NA,25603,NA,NA
123,boboye,boboye,NA,NER,97.80753138,NA,NA,success,NA,NA,25608,NA,NA
124,bouza,bouza,NA,NER,88.03773437,NA,NA,success,NA,NA,25621,NA,NA
125,dakoro,dakoro,NA,NER,95.71452433,NA,NA,success,NA,NA,25614,NA,NA
126,diffa,diffa,NA,NER,96.25497235,NA,NA,success,NA,NA,25605,NA,NA
127,dosso,dosso,NA,NER,92.26459144,NA,NA,success,NA,NA,25610,NA,NA
128,gaya,gaya,NA,NER,77.83731612,NA,NA,success,NA,NA,25611,NA,NA
129,keita,keita,NA,NER,101.6100693,NA,NA,success,NA,NA,25623,NA,NA
130,kollo,kollo,NA,NER,86.40160511,NA,NA,success,NA,NA,25628,NA,NA
131,loga,loga,NA,NER,93.95536268,NA,NA,success,NA,NA,25612,NA,NA
132,madaoua,madaoua,NA,NER,97.21605568,NA,NA,success,NA,NA,25624,NA,NA
133,madarounfa,madarounfa,NA,NER,95.80017,NA,NA,success,NA,NA,25616,NA,NA
134,magaria,magaria,NA,NER,93.27197212,NA,NA,success,NA,NA,25634,NA,NA
135,matameye,matameye,NA,NER,99.1846329,NA,NA,success,NA,NA,25635,NA,NA
136,mayahi,mayahi,NA,NER,93.61106694,NA,NA,success,NA,NA,25617,NA,NA
137,mirriah,mirriah,NA,NER,93.55672389,NA,NA,success,NA,NA,25636,NA,NA
138,nguigmi,nguigmi,NA,NER,67.12876682,NA,NA,success,NA,NA,25607,NA,NA
139,ouallam,ouallam,NA,NER,100.3595147,NA,NA,success,NA,NA,25629,NA,NA
140,say,say,NA,NER,87.46714279,NA,NA,success,NA,NA,25630,NA,NA
141,tahoua,tahoua,NA,NER,96.17622935,NA,NA,success,NA,NA,25625,NA,NA
142,tanout,tanout,NA,NER,92.74318597,NA,NA,success,NA,NA,25637,NA,NA
143,tessaoua,tessaoua,NA,NER,92.20752483,NA,NA,success,NA,NA,25618,NA,NA
144,NA,aguie,agui,NER,NA,103.8179568,NA,fuzzy success,in WHO but not shpfile,in shpfile but not WHO,NA,NA,25613
145,NA,filingue,filingu,NER,NA,96.887826,NA,fuzzy success,in WHO but not shpfile,in shpfile but not WHO,NA,NA,25627
146,NA,goure,gour,NER,NA,94.37644399,NA,fuzzy success,in WHO but not shpfile,in shpfile but not WHO,NA,NA,25633
147,NA,groumji,groumdji,NER,NA,84.0457573,NA,fuzzy success,in WHO but not shpfile,in shpfile but not WHO,NA,NA,25615
148,NA,illela,illla,NER,NA,103.4454153,NA,fuzzy success,in WHO but not shpfile,in shpfile but not WHO,NA,NA,25622
149,NA,konni,bkonni,NER,NA,96.18662519,NA,fuzzy success,in WHO but not shpfile,in shpfile but not WHO,NA,NA,25620
150,NA,niamey1,niamey,NER,NA,98.59656059,NA,fuzzy success,in WHO but not shpfile,in shpfile but not WHO,NA,NA,25619
151,NA,niamey2,niamey,NER,NA,81.3365484,NA,fuzzy success,in WHO but not shpfile,in shpfile but not WHO,NA,NA,25619
152,NA,niamey3,niamey,NER,NA,88.77373111,NA,fuzzy success,in WHO but not shpfile,in shpfile but not WHO,NA,NA,25619
153,NA,niamey4,niamey,NER,NA,103.5920342,NA,fuzzy success,in WHO but not shpfile,in shpfile but not WHO,NA,NA,25619
154,NA,niamey5,niamey,NER,NA,80.85954807,NA,fuzzy success,in WHO but not shpfile,in shpfile but not WHO,NA,NA,25619
155,NA,tera,tra,NER,NA,91.15549215,NA,fuzzy success,in WHO but not shpfile,in shpfile but not WHO,NA,NA,25631
156,NA,tillaberi,tillabry,NER,NA,95.14085373,NA,fuzzy success,in WHO but not shpfile,in shpfile but not WHO,NA,NA,25632
157,abalak,abalak,NA,NER,87.17009408,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
158,agadez,agadez,NA,NER,97.38356164,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
159,aguie,aguie,NA,NER,103.8179568,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
160,doutchi,doutchi,NA,NER,99.95606456,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
161,filingue,filingue,NA,NER,96.887826,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
162,goure,goure,NA,NER,94.37644399,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
163,groumji,groumji,NA,NER,84.0457573,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
164,illela,illela,NA,NER,103.4454153,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
165,konni,konni,NA,NER,96.18662519,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
166,maine,maine,NA,NER,69.62195256,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
167,maradic,maradic,NA,NER,60.67492486,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
168,niamey1,niamey1,NA,NER,98.59656059,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
169,niamey2,niamey2,NA,NER,81.3365484,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
170,niamey3,niamey3,NA,NER,88.77373111,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
171,niamey4,niamey4,NA,NER,103.5920342,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
172,niamey5,niamey5,NA,NER,80.85954807,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
173,tchinta,tchinta,NA,NER,84.54848062,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
174,tchiro,tchiro,NA,NER,92.57743363,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
175,tera,tera,NA,NER,91.15549215,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
176,tillaberi,tillaberi,NA,NER,95.14085373,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
177,zinder,zinder,NA,NER,98.92758964,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
178,agui,NA,NA,NER,NA,NA,NA,in shpfile but not WHO,NA,NA,25613,NA,NA
179,bkonni,NA,NA,NER,NA,NA,NA,in shpfile but not WHO,NA,NA,25620,NA,NA
180,dogondoutchi,NA,NA,NER,NA,NA,NA,in shpfile but not WHO,NA,NA,25609,NA,NA
181,filingu,NA,NA,NER,NA,NA,NA,in shpfile but not WHO,NA,NA,25627,NA,NA
182,gour,NA,NA,NER,NA,NA,NA,in shpfile but not WHO,NA,NA,25633,NA,NA
183,groumdji,NA,NA,NER,NA,NA,NA,in shpfile but not WHO,NA,NA,25615,NA,NA
184,illla,NA,NA,NER,NA,NA,NA,in shpfile but not WHO,NA,NA,25622,NA,NA
185,mansoroa,NA,NA,NER,NA,NA,NA,in shpfile but not WHO,NA,NA,25606,NA,NA
186,niamey,NA,NA,NER,NA,NA,NA,in shpfile but not WHO,NA,NA,25619,NA,NA
187,tchighozerine,NA,NA,NER,NA,NA,NA,in shpfile but not WHO,NA,NA,25604,NA,NA
188,tchintabarade,NA,NA,NER,NA,NA,NA,in shpfile but not WHO,NA,NA,25626,NA,NA
189,tillabry,NA,NA,NER,NA,NA,NA,in shpfile but not WHO,NA,NA,25632,NA,NA
190,tra,NA,NA,NER,NA,NA,NA,in shpfile but not WHO,NA,NA,25631,NA,NA
713,bakel,bakel,NA,SEN,86.65298758,NA,NA,success,NA,NA,35631,NA,NA
714,bambey,bambey,NA,SEN,120.320184,NA,NA,success,NA,NA,35599,NA,NA
715,bignona,bignona,NA,SEN,71.8674585,NA,NA,success,NA,NA,35638,NA,NA
716,bounkiling,bounkiling,NA,SEN,100.6895944,NA,NA,success,NA,NA,35625,NA,NA
717,dagana,dagana,NA,SEN,108.0508856,NA,NA,success,NA,NA,35628,NA,NA
718,diourbel,diourbel,NA,SEN,100.1746917,NA,NA,success,NA,NA,35600,NA,NA
719,fatick,fatick,NA,SEN,82.22499779,NA,NA,success,NA,NA,35602,NA,NA
720,foundiougne,foundiougne,NA,SEN,81.77714353,NA,NA,success,NA,NA,35603,NA,NA
721,gossas,gossas,NA,SEN,108.3937848,NA,NA,success,NA,NA,35604,NA,NA
722,goudiry,goudiry,NA,SEN,112.6704171,NA,NA,success,NA,NA,35632,NA,NA
723,goudomp,goudomp,NA,SEN,101.9489612,NA,NA,success,NA,NA,35626,NA,NA
724,kaffrine,kaffrine,NA,SEN,113.773003,NA,NA,success,NA,NA,35609,NA,NA
725,kanel,kanel,NA,SEN,89.35979921,NA,NA,success,NA,NA,35622,NA,NA
726,kaolack,kaolack,NA,SEN,94.9462251,NA,NA,success,NA,NA,35613,NA,NA
727,kolda,kolda,NA,SEN,79.72865207,NA,NA,success,NA,NA,35615,NA,NA
728,koungheul,koungheul,NA,SEN,131.3274716,NA,NA,success,NA,NA,35610,NA,NA
729,louga,louga,NA,SEN,92.16816967,NA,NA,success,NA,NA,35621,NA,NA
730,matam,matam,NA,SEN,90.46866293,NA,NA,success,NA,NA,35623,NA,NA
731,mbour,mbour,NA,SEN,89.55018936,NA,NA,success,NA,NA,35635,NA,NA
732,oussouye,oussouye,NA,SEN,61.22683873,NA,NA,success,NA,NA,35639,NA,NA
733,pikine,pikine,NA,SEN,84.35297595,NA,NA,success,NA,NA,35597,NA,NA
734,podor,podor,NA,SEN,101.3099016,NA,NA,success,NA,NA,35629,NA,NA
735,rufisque,rufisque,NA,SEN,57.10656827,NA,NA,success,NA,NA,35598,NA,NA
736,saintlouis,saintlouis,NA,SEN,86.79188294,NA,NA,success,NA,NA,35630,NA,NA
737,saraya,saraya,NA,SEN,100.3006201,NA,NA,success,NA,NA,35607,NA,NA
738,tambacounda,tambacounda,NA,SEN,85.25667179,NA,NA,success,NA,NA,35634,NA,NA
739,tivaouane,tivaouane,NA,SEN,94.43980401,NA,NA,success,NA,NA,35637,NA,NA
740,ziguinchor,ziguinchor,NA,SEN,56.55373381,NA,NA,success,NA,NA,35640,NA,NA
741,NA,birkelane,birkilane,SEN,NA,125.2299141,NA,fuzzy success,in WHO but not shpfile,in shpfile but not WHO,NA,NA,35608
742,NA,dahra,dakar,SEN,NA,95.98567851,NA,fuzzy success,in WHO but not shpfile,in shpfile but not WHO,NA,NA,35595
743,NA,guediawaye,gudiawaye,SEN,NA,79.83080386,NA,fuzzy success,in WHO but not shpfile,in shpfile but not WHO,NA,NA,35596
744,NA,guinguineo,guinguino,SEN,NA,106.7241259,NA,fuzzy success,in WHO but not shpfile,in shpfile but not WHO,NA,NA,35612
