,ADM1_NAME,ADM2_NAME,iso3.x,vaccine,ADM0_NAME.x,who_coverage,GAUL_CODE,merge_status,ADM1_NAME.x,ADM2_NAME.who,ADM1_NAME.y,ADM2_NAME.shpfile
724,ohangwena,endola,NA,DTP3,Namibia,NA,24719,in shpfile but not WHO,NA,NA,NA,endola
725,ohangwena,epembe,NA,DTP3,Namibia,NA,24721,in shpfile but not WHO,NA,NA,NA,epembe
726,ohangwena,ohangwena,NA,DTP3,Namibia,NA,24722,in shpfile but not WHO,NA,NA,NA,ohangwena
727,ohangwena,okongo,NA,DTP3,Namibia,NA,24723,in shpfile but not WHO,NA,NA,NA,okongo
728,ohangwena,omulonga,NA,DTP3,Namibia,NA,24724,in shpfile but not WHO,NA,NA,NA,omulonga
729,ohangwena,omundaungilo,NA,DTP3,Namibia,NA,24725,in shpfile but not WHO,NA,NA,NA,omundaungilo
730,ohangwena,ondobe,NA,DTP3,Namibia,NA,24726,in shpfile but not WHO,NA,NA,NA,ondobe
731,ohangwena,ongenga,NA,DTP3,Namibia,NA,24727,in shpfile but not WHO,NA,NA,NA,ongenga
732,ohangwena,oshikango,NA,DTP3,Namibia,NA,24728,in shpfile but not WHO,NA,NA,NA,oshikango
733,omaheke,aminius,NA,DTP3,Namibia,NA,24729,in shpfile but not WHO,NA,NA,NA,aminius
734,omaheke,epukiro,NA,DTP3,Namibia,NA,24730,in shpfile but not WHO,NA,NA,NA,epukiro
735,omaheke,kalahari,NA,DTP3,Namibia,NA,24732,in shpfile but not WHO,NA,NA,NA,kalahari
736,omaheke,otjinene,NA,DTP3,Namibia,NA,24733,in shpfile but not WHO,NA,NA,NA,otjinene
737,omaheke,otjombinde,NA,DTP3,Namibia,NA,24734,in shpfile but not WHO,NA,NA,NA,otjombinde
738,omaheke,steinhausen,NA,DTP3,Namibia,NA,24735,in shpfile but not WHO,NA,NA,NA,steinhausen
739,omusati,anamulenge,NA,DTP3,Namibia,NA,24736,in shpfile but not WHO,NA,NA,NA,anamulenge
740,omusati,elim,NA,DTP3,Namibia,NA,24737,in shpfile but not WHO,NA,NA,NA,elim
741,omusati,etayi,NA,DTP3,Namibia,NA,24738,in shpfile but not WHO,NA,NA,NA,etayi
742,omusati,ogongo,NA,DTP3,Namibia,NA,24739,in shpfile but not WHO,NA,NA,NA,ogongo
743,omusati,okalongo,NA,DTP3,Namibia,NA,24741,in shpfile but not WHO,NA,NA,NA,okalongo
744,omusati,onesi,NA,DTP3,Namibia,NA,24742,in shpfile but not WHO,NA,NA,NA,onesi
745,omusati,otamanzi,NA,DTP3,Namibia,NA,24744,in shpfile but not WHO,NA,NA,NA,otamanzi
746,omusati,ruacana,NA,DTP3,Namibia,NA,24746,in shpfile but not WHO,NA,NA,NA,ruacana
747,oshana,okaku,NA,DTP3,Namibia,NA,24748,in shpfile but not WHO,NA,NA,NA,okaku
748,oshana,okatana,NA,DTP3,Namibia,NA,24749,in shpfile but not WHO,NA,NA,NA,okatana
749,oshana,okatyali,NA,DTP3,Namibia,NA,24750,in shpfile but not WHO,NA,NA,NA,okatyali
750,oshana,ompundja,NA,DTP3,Namibia,NA,24751,in shpfile but not WHO,NA,NA,NA,ompundja
751,oshana,ondangwa,NA,DTP3,Namibia,NA,24752,in shpfile but not WHO,NA,NA,NA,ondangwa
752,oshana,ongwediva,NA,DTP3,Namibia,NA,24753,in shpfile but not WHO,NA,NA,NA,ongwediva
753,oshana,oshakatieast,NA,DTP3,Namibia,NA,24754,in shpfile but not WHO,NA,NA,NA,oshakatieast
754,oshana,oshakatiwest,NA,DTP3,Namibia,NA,24755,in shpfile but not WHO,NA,NA,NA,oshakatiwest
755,oshana,uukwiyu,NA,DTP3,Namibia,NA,24756,in shpfile but not WHO,NA,NA,NA,uukwiyu
756,oshana,uuvudhiya,NA,DTP3,Namibia,NA,24757,in shpfile but not WHO,NA,NA,NA,uuvudhiya
757,oshikoto,engodi,NA,DTP3,Namibia,NA,24758,in shpfile but not WHO,NA,NA,NA,engodi
758,oshikoto,guinas,NA,DTP3,Namibia,NA,24759,in shpfile but not WHO,NA,NA,NA,guinas
759,oshikoto,okankolo,NA,DTP3,Namibia,NA,24760,in shpfile but not WHO,NA,NA,NA,okankolo
760,oshikoto,olukonda,NA,DTP3,Namibia,NA,24761,in shpfile but not WHO,NA,NA,NA,olukonda
761,oshikoto,omuntele,NA,DTP3,Namibia,NA,24762,in shpfile but not WHO,NA,NA,NA,omuntele
762,oshikoto,omuthiyagwipundi,NA,DTP3,Namibia,NA,24763,in shpfile but not WHO,NA,NA,NA,omuthiyagwipundi
763,oshikoto,onayena,NA,DTP3,Namibia,NA,24764,in shpfile but not WHO,NA,NA,NA,onayena
764,oshikoto,oniipa,NA,DTP3,Namibia,NA,24765,in shpfile but not WHO,NA,NA,NA,oniipa
765,oshikoto,onyaanya,NA,DTP3,Namibia,NA,24766,in shpfile but not WHO,NA,NA,NA,onyaanya
766,otjozondjupa,omatako,NA,DTP3,Namibia,NA,24771,in shpfile but not WHO,NA,NA,NA,omatako
767,otjozondjupa,otavi,NA,DTP3,Namibia,NA,24772,in shpfile but not WHO,NA,NA,NA,otavi
768,otjozondjupa,tsumkwe,NA,DTP3,Namibia,NA,24774,in shpfile but not WHO,NA,NA,NA,tsumkwe
769,zambezi,kabe,NA,DTP3,Namibia,NA,24775,in shpfile but not WHO,NA,NA,NA,kabe
770,zambezi,katimamulirorural,NA,DTP3,Namibia,NA,24776,in shpfile but not WHO,NA,NA,NA,katimamulirorural
771,zambezi,katimamulirourban,NA,DTP3,Namibia,NA,24777,in shpfile but not WHO,NA,NA,NA,katimamulirourban
772,zambezi,kongola,NA,DTP3,Namibia,NA,24778,in shpfile but not WHO,NA,NA,NA,kongola
773,zambezi,linyandi,NA,DTP3,Namibia,NA,24779,in shpfile but not WHO,NA,NA,NA,linyandi
774,zambezi,sibinda,NA,DTP3,Namibia,NA,24780,in shpfile but not WHO,NA,NA,NA,sibinda
775,4444,anseauxpins,SYC,DTP3,Seychelles,92.1,NA,in WHO but not shpfile,NA,anseauxpins,NA,NA
776,4444,anseboileau,SYC,DTP3,Seychelles,104,NA,in WHO but not shpfile,NA,anseboileau,NA,NA
777,4444,anseroyale,SYC,DTP3,Seychelles,137.5,NA,in WHO but not shpfile,NA,anseroyale,NA,NA
778,4444,baielazare,SYC,DTP3,Seychelles,90,NA,in WHO but not shpfile,NA,baielazare,NA,NA
779,4444,baiestanne,SYC,DTP3,Seychelles,137.5,NA,in WHO but not shpfile,NA,baiestanne,NA,NA
780,4444,beauvallon,SYC,DTP3,Seychelles,79,NA,in WHO but not shpfile,NA,beauvallon,NA,NA
781,4444,beoliere,SYC,DTP3,Seychelles,87.8,NA,in WHO but not shpfile,NA,beoliere,NA,NA
782,4444,englishriver,SYC,DTP3,Seychelles,101.6,NA,in WHO but not shpfile,NA,englishriver,NA,NA
783,4444,glacis,SYC,DTP3,Seychelles,28,NA,in WHO but not shpfile,NA,glacis,NA,NA
784,4444,grandanse,SYC,DTP3,Seychelles,89,NA,in WHO but not shpfile,NA,grandanse,NA,NA
785,4444,lesmamelles,SYC,DTP3,Seychelles,76.6,NA,in WHO but not shpfile,NA,lesmamelles,NA,NA
786,4444,logan,SYC,DTP3,Seychelles,117,NA,in WHO but not shpfile,NA,logan,NA,NA
787,4444,montfluerie,SYC,DTP3,Seychelles,161.5,NA,in WHO but not shpfile,NA,montfluerie,NA,NA
788,4444,portglaud,SYC,DTP3,Seychelles,76,NA,in WHO but not shpfile,NA,portglaud,NA,NA
789,4444,takamaka,SYC,DTP3,Seychelles,69.3,NA,in WHO but not shpfile,NA,takamaka,NA,NA
