,V1,ADM1_NAME,ADM2_NAME,iso3,ADM0_NAME.x,year,vaccine,GAUL_CODE,merge_status,ADM1_NAME.who,ADM1_NAME.shpfile,ADM2_NAME.who,ADM2_NAME.shpfile,who_coverage,Note,V16,V17,V18,V19
568,568,zanzibarwest,magharibi,TZA,Tanzania,NA,NA,38027,in shpfile but not WHO,NA,Zanzibar West,NA,magharibi,NA,,NA,NA,NA,NA
569,569,zanzibarwest,mjini,TZA,Tanzania,NA,NA,38028,in shpfile but not WHO,NA,Zanzibar West,NA,mjini,NA,,NA,NA,NA,NA
570,570,chobe,chobe,BWA,Botswana,2016,DTP3,4720,success,NA,NA,chobe,NA,104.7449901,NA,NA,NA,NA,NA
571,571,francistown,francistown,BWA,Botswana,2016,DTP3,4721,success,NA,NA,francistown,NA,115.6849791,NA,NA,NA,NA,NA
572,572,gaborone,gaborone,BWA,Botswana,2016,DTP3,4722,success,NA,NA,gaborone,NA,80.17833862,NA,NA,NA,NA,NA
573,573,jwaneng,jwaneng,BWA,Botswana,2016,DTP3,4724,success,NA,NA,jwaneng,NA,142.0061201,NA,NA,NA,NA,NA
574,574,kgatleng,kgatleng,BWA,Botswana,2016,DTP3,4728,success,NA,NA,kgatleng,NA,97.84214457,NA,NA,NA,NA,NA
575,575,lobatse,lobatse,BWA,Botswana,2016,DTP3,4731,success,NA,NA,lobatse,NA,142.0214849,NA,NA,NA,NA,NA
576,576,selibephikwe,selibephikwe,BWA,Botswana,2016,DTP3,4735,success,NA,NA,selibephikwe,NA,112.9552776,NA,NA,NA,NA,NA
577,577,southeast,southeast,BWA,Botswana,2016,DTP3,4736,success,NA,NA,southeast,NA,46.0289434,NA,NA,NA,NA,NA
578,578,NA,NA,BWA,Botswana,2016,NA,4726,fuzzy success,hukuntsi,kgalagadi,hukuntsi,hukunsti,107.5637247,NA,NA,NA,NA,NA
579,579,NA,NA,BWA,Botswana,2016,NA,4715,fuzzy success,mahalapye,central,mahalapye,mahalapye,112.8748713,NA,NA,NA,NA,NA
580,580,NA,NA,BWA,Botswana,2016,NA,4719,fuzzy success,tutume,central,tutume,tutume,100.6508825,NA,NA,NA,NA,NA
581,581,bobirwa,bobirwa,BWA,Botswana,2016,DTP3,NA,in WHO but not shpfile,NA,NA,bobirwa,NA,104.0499923,NA,NA,NA,NA,NA
582,582,boteti,boteti,BWA,Botswana,2016,DTP3,NA,in WHO but not shpfile,NA,NA,boteti,NA,123.2165296,NA,NA,NA,NA,NA
583,583,gantsi,gantsi,BWA,Botswana,2016,DTP3,NA,in WHO but not shpfile,NA,NA,gantsi,NA,80.08258365,NA,NA,NA,NA,NA
584,584,goodhope,goodhope,BWA,Botswana,2016,DTP3,NA,in WHO but not shpfile,NA,NA,goodhope,NA,67.86490806,NA,NA,NA,NA,NA
585,585,kanyemoshupa,kanyemoshupa,BWA,Botswana,2016,DTP3,NA,in WHO but not shpfile,NA,NA,kanyemoshupa,NA,74.23785987,NA,NA,NA,NA,NA
586,586,kgalagadisouth,kgalagadisouth,BWA,Botswana,2016,DTP3,NA,in WHO but not shpfile,NA,NA,kgalagadisouth,NA,86.97220129,NA,NA,NA,NA,NA
587,587,kwenengeast,kwenengeast,BWA,Botswana,2016,DTP3,NA,in WHO but not shpfile,NA,NA,kwenengeast,NA,44.4604858,NA,NA,NA,NA,NA
588,588,kwenengwest,kwenengwest,BWA,Botswana,2016,DTP3,NA,in WHO but not shpfile,NA,NA,kwenengwest,NA,102.2254236,NA,NA,NA,NA,NA
589,589,mabutsane,mabutsane,BWA,Botswana,2016,DTP3,NA,in WHO but not shpfile,NA,NA,mabutsane,NA,82.09977522,NA,NA,NA,NA,NA
590,590,ngami,ngami,BWA,Botswana,2016,DTP3,NA,in WHO but not shpfile,NA,NA,ngami,NA,115.1028739,NA,NA,NA,NA,NA
591,591,northeast,northeast,BWA,Botswana,2016,DTP3,NA,in WHO but not shpfile,NA,NA,northeast,NA,71.50257582,NA,NA,NA,NA,NA
592,592,okavango,okavango,BWA,Botswana,2016,DTP3,NA,in WHO but not shpfile,NA,NA,okavango,NA,116.4088368,NA,NA,NA,NA,NA
593,593,serowepalapye,serowepalapye,BWA,Botswana,2016,DTP3,NA,in WHO but not shpfile,NA,NA,serowepalapye,NA,101.3430445,NA,NA,NA,NA,NA
594,594,central,bobonong,BWA,Botswana,NA,NA,4712,in shpfile but not WHO,NA,NA,NA,bobonong,NA,NA,NA,NA,NA,NA
595,595,central,lethlakane,BWA,Botswana,NA,NA,4713,in shpfile but not WHO,NA,NA,NA,lethlakane,NA,NA,NA,NA,NA,NA
596,596,central,machaneng,BWA,Botswana,NA,NA,4714,in shpfile but not WHO,NA,NA,NA,machaneng,NA,NA,NA,NA,NA,NA
597,597,central,palapye,BWA,Botswana,NA,NA,4716,in shpfile but not WHO,NA,NA,NA,palapye,NA,NA,NA,NA,NA,NA
598,598,central,serowe,BWA,Botswana,NA,NA,4717,in shpfile but not WHO,NA,NA,NA,serowe,NA,NA,NA,NA,NA,NA
599,599,central,tuli,BWA,Botswana,NA,NA,4718,in shpfile but not WHO,NA,NA,NA,tuli,NA,NA,NA,NA,NA,NA
600,600,ghanzi,ghanzi,BWA,Botswana,NA,NA,4723,in shpfile but not WHO,NA,NA,NA,ghanzi,NA,NA,NA,NA,NA,NA
601,601,kgalagadi,gemsbok,BWA,Botswana,NA,NA,4725,in shpfile but not WHO,NA,NA,NA,gemsbok,NA,NA,NA,NA,NA,NA
602,602,kgalagadi,tshabong,BWA,Botswana,NA,NA,4727,in shpfile but not WHO,NA,NA,NA,tshabong,NA,NA,NA,NA,NA,NA
603,603,kweneng,kwenengnorth,BWA,Botswana,NA,NA,4729,in shpfile but not WHO,NA,NA,NA,kwenengnorth,NA,NA,NA,NA,NA,NA
604,604,kweneng,kwenengsouth,BWA,Botswana,NA,NA,4730,in shpfile but not WHO,NA,NA,NA,kwenengsouth,NA,NA,NA,NA,NA,NA
605,605,northeast,masungu,BWA,Botswana,NA,NA,4732,in shpfile but not WHO,NA,NA,NA,masungu,NA,NA,NA,NA,NA,NA
606,606,northwest,ngamilandeast,BWA,Botswana,NA,NA,4733,in shpfile but not WHO,NA,NA,NA,ngamilandeast,NA,NA,NA,NA,NA,NA
607,607,northwest,ngamilandwest,BWA,Botswana,NA,NA,4734,in shpfile but not WHO,NA,NA,NA,ngamilandwest,NA,NA,NA,NA,NA,NA
608,608,southern,barolong,BWA,Botswana,NA,NA,4737,in shpfile but not WHO,NA,NA,NA,barolong,NA,NA,NA,NA,NA,NA
609,609,southern,ngwaketsecentral,BWA,Botswana,NA,NA,4738,in shpfile but not WHO,NA,NA,NA,ngwaketsecentral,NA,NA,NA,NA,NA,NA
610,610,southern,ngwaketsenorth,BWA,Botswana,NA,NA,4739,in shpfile but not WHO,NA,NA,NA,ngwaketsenorth,NA,NA,NA,NA,NA,NA
611,611,southern,ngwaketsesouth,BWA,Botswana,NA,NA,4740,in shpfile but not WHO,NA,NA,NA,ngwaketsesouth,NA,NA,NA,NA,NA,NA
612,612,sowa,sowa,BWA,Botswana,NA,NA,4741,in shpfile but not WHO,NA,NA,NA,sowa,NA,NA,NA,NA,NA,NA
613,613,NA,NA,STP,Sao Tome and Principe,2016,NA,35589,fuzzy success,2222,suotom,aguagrande,üguagrande,94.6,NA,NA,NA,NA,NA
614,614,NA,NA,STP,Sao Tome and Principe,2016,NA,35590,fuzzy success,2222,suotom,cantagalo,cantagalo,99.3,NA,NA,NA,NA,NA
615,615,NA,NA,STP,Sao Tome and Principe,2016,NA,35591,fuzzy success,2222,suotom,caue,cau,99,NA,NA,NA,NA,NA
616,616,NA,NA,STP,Sao Tome and Principe,2016,NA,35592,fuzzy success,2222,suotom,lemba,lembi,97,NA,NA,NA,NA,NA
617,617,NA,NA,STP,Sao Tome and Principe,2016,NA,35593,fuzzy success,2222,suotom,lobata,lobata,99,NA,NA,NA,NA,NA
618,618,NA,NA,STP,Sao Tome and Principe,2016,NA,35594,fuzzy success,2222,suotom,mezochi,mzchi,93.5,NA,NA,NA,NA,NA
619,619,NA,NA,STP,Sao Tome and Principe,2016,NA,35591,in WHO but not shpfile,2222,suotom,rap,NA,97.3,NA,NA,NA,NA,NA
620,620,prncipe,pagu,STP,Sao Tome and Principe,NA,NA,35588,in shpfile but not WHO,NA,NA,NA,pagu,NA,NA,NA,NA,NA,NA
