"","NAME","NAME.who","NAME.shpfile","iso3","iso3.x","iso3.y","who_coverage","who_coverage.x","who_coverage.y","merge_status","merge_status.x","merge_status.y","GAUL_CODE","GAUL_CODE.x","GAUL_CODE.y"
"118","dembel","dembel",NA,"ETH",NA,NA,56.32185793,NA,NA,"success",NA,NA,42,NA,NA
"119","dembia","dembia",NA,"ETH",NA,NA,95.43583712,NA,NA,"success",NA,NA,281,NA,NA
"120","dera","dera",NA,"ETH",NA,NA,98.36526176,NA,NA,"success",NA,NA,282,NA,NA
"121","dera","dera",NA,"ETH",NA,NA,98.36526176,NA,NA,"success",NA,NA,394,NA,NA
"122","dera","dera",NA,"ETH",NA,NA,68.50774384,NA,NA,"success",NA,NA,282,NA,NA
"123","dera","dera",NA,"ETH",NA,NA,68.50774384,NA,NA,"success",NA,NA,394,NA,NA
"124","dessiezuria","dessiezuria",NA,"ETH",NA,NA,95.12926142,NA,NA,"success",NA,NA,755,NA,NA
"125","dewe","dewe",NA,"ETH",NA,NA,75.09038002,NA,NA,"success",NA,NA,392,NA,NA
"126","didu","didu",NA,"ETH",NA,NA,84.81771697,NA,NA,"success",NA,NA,492,NA,NA
"127","diga","diga",NA,"ETH",NA,NA,103.2681583,NA,NA,"success",NA,NA,624,NA,NA
"128","diksis","diksis",NA,"ETH",NA,NA,104.4667213,NA,NA,"success",NA,NA,583,NA,NA
"129","dillo","dillo",NA,"ETH",NA,NA,137.9621078,NA,NA,"success",NA,NA,610,NA,NA
"130","dinsho","dinsho",NA,"ETH",NA,NA,99.78240468,NA,NA,"success",NA,NA,594,NA,NA
"131","dire","dire",NA,"ETH",NA,NA,106.6133855,NA,NA,"success",NA,NA,611,NA,NA
"132","diredawa","diredawa",NA,"ETH",NA,NA,32.52313464,NA,NA,"success",NA,NA,45,NA,NA
"133","dita","dita",NA,"ETH",NA,NA,102.6836187,NA,NA,"success",NA,NA,106,NA,NA
"134","doba","doba",NA,"ETH",NA,NA,87.90512784,NA,NA,"success",NA,NA,426,NA,NA
"135","dodota","dodota",NA,"ETH",NA,NA,87.29132647,NA,NA,"success",NA,NA,580,NA,NA
"136","dorani","dorani",NA,"ETH",NA,NA,48.99097138,NA,NA,"success",NA,NA,553,NA,NA
"137","dubti","dubti",NA,"ETH",NA,NA,70.5246318,NA,NA,"success",NA,NA,781,NA,NA
"138","dugda","dugda",NA,"ETH",NA,NA,111.5393547,NA,NA,"success",NA,NA,489,NA,NA
"139","dugdadawa","dugdadawa",NA,"ETH",NA,NA,141.166584,NA,NA,"success",NA,NA,607,NA,NA
"140","durametown","durametown",NA,"ETH",NA,NA,88.36920135,NA,NA,"success",NA,NA,153,NA,NA
"141","enarjenawga","enarjenawga",NA,"ETH",NA,NA,89.67054056,NA,NA,"success",NA,NA,287,NA,NA
"142","enderta","enderta",NA,"ETH",NA,NA,79.13273697,NA,NA,"success",NA,NA,8,NA,NA
"143","enemay","enemay",NA,"ETH",NA,NA,83.10240858,NA,NA,"success",NA,NA,702,NA,NA
"144","ensaro","ensaro",NA,"ETH",NA,NA,77.03122892,NA,NA,"success",NA,NA,630,NA,NA
"145","erer","erer",NA,"ETH",NA,NA,122.2788847,NA,NA,"success",NA,NA,36,NA,NA
"146","erer","erer",NA,"ETH",NA,NA,100.5836179,NA,NA,"success",NA,NA,36,NA,NA
"147","erob","erob",NA,"ETH",NA,NA,48.76634018,NA,NA,"success",NA,NA,9,NA,NA
"148","ewa","ewa",NA,"ETH",NA,NA,92.13034115,NA,NA,"success",NA,NA,390,NA,NA
"149","ezha","ezha",NA,"ETH",NA,NA,97.22701774,NA,NA,"success",NA,NA,159,NA,NA
"150","farta","farta",NA,"ETH",NA,NA,91.56973332,NA,NA,"success",NA,NA,715,NA,NA
"151","fentale","fentale",NA,"ETH",NA,NA,99.82457083,NA,NA,"success",NA,NA,766,NA,NA
"152","ferfer","ferfer",NA,"ETH",NA,NA,91.97094644,NA,NA,"success",NA,NA,72,NA,NA
"153","fik","fik",NA,"ETH",NA,NA,40.61221072,NA,NA,"success",NA,NA,55,NA,NA
"154","filtu","filtu",NA,"ETH",NA,NA,588.4517018,NA,NA,"success",NA,NA,85,NA,NA
"155","finoteselamtown","finoteselamtown",NA,"ETH",NA,NA,84.30399895,NA,NA,"success",NA,NA,310,NA,NA
"156","fogera","fogera",NA,"ETH",NA,NA,93.27303388,NA,NA,"success",NA,NA,294,NA,NA
"157","gantaafeshum","gantaafeshum",NA,"ETH",NA,NA,55.60632383,NA,NA,"success",NA,NA,677,NA,NA
"158","gasera","gasera",NA,"ETH",NA,NA,101.7145163,NA,NA,"success",NA,NA,593,NA,NA
"159","gawokebe","gawokebe",NA,"ETH",NA,NA,106.9483997,NA,NA,"success",NA,NA,431,NA,NA
"160","gazgibla","gazgibla",NA,"ETH",NA,NA,119.2664393,NA,NA,"success",NA,NA,295,NA,NA
"161","gechi","gechi",NA,"ETH",NA,NA,98.87912819,NA,NA,"success",NA,NA,503,NA,NA
"162","gelana","gelana",NA,"ETH",NA,NA,98.68772581,NA,NA,"success",NA,NA,531,NA,NA
"163","genabosa","genabosa",NA,"ETH",NA,NA,94.06007815,NA,NA,"success",NA,NA,179,NA,NA
"164","gera","gera",NA,"ETH",NA,NA,109.8964992,NA,NA,"success",NA,NA,508,NA,NA
"165","geta","geta",NA,"ETH",NA,NA,80.94509815,NA,NA,"success",NA,NA,74,NA,NA
"166","gewane","gewane",NA,"ETH",NA,NA,66.18859365,NA,NA,"success",NA,NA,376,NA,NA
"167","gibe","gibe",NA,"ETH",NA,NA,112.6782842,NA,NA,"success",NA,NA,111,NA,NA
"168","gidaayana","gidaayana",NA,"ETH",NA,NA,99.4234118,NA,NA,"success",NA,NA,398,NA,NA
"169","gidami","gidami",NA,"ETH",NA,NA,91.10027964,NA,NA,"success",NA,NA,615,NA,NA
"170","gidan","gidan",NA,"ETH",NA,NA,95.2299616,NA,NA,"success",NA,NA,292,NA,NA
"171","gimbi","gimbi",NA,"ETH",NA,NA,89.84067819,NA,NA,"success",NA,NA,743,NA,NA
"172","gimbichu","gimbichu",NA,"ETH",NA,NA,90.26900983,NA,NA,"success",NA,NA,632,NA,NA
"173","gimbitown","gimbitown",NA,"ETH",NA,NA,35.3800939,NA,NA,"success",NA,NA,651,NA,NA
"174","gimbo","gimbo",NA,"ETH",NA,NA,75.55406287,NA,NA,"success",NA,NA,707,NA,NA
"175","gindeberet","gindeberet",NA,"ETH",NA,NA,88.35800998,NA,NA,"success",NA,NA,406,NA,NA
"176","ginir","ginir",NA,"ETH",NA,NA,119.5965393,NA,NA,"success",NA,NA,439,NA,NA
"177","gisherabel","gisherabel",NA,"ETH",NA,NA,67.97806562,NA,NA,"success",NA,NA,296,NA,NA
"178","goba","goba",NA,"ETH",NA,NA,103.6506253,NA,NA,"success",NA,NA,744,NA,NA
"179","gobatown","gobatown",NA,"ETH",NA,NA,16.151935,NA,NA,"success",NA,NA,525,NA,NA
"180","gobuseyo","gobuseyo",NA,"ETH",NA,NA,99.720547,NA,NA,"success",NA,NA,555,NA,NA
"181","godere","godere",NA,"ETH",NA,NA,62.60463111,NA,NA,"success",NA,NA,228,NA,NA
"182","gonchasisoenese","gonchasisoenese",NA,"ETH",NA,NA,105.3702388,NA,NA,"success",NA,NA,297,NA,NA
"183","gondartown","gondartown",NA,"ETH",NA,NA,78.51130109,NA,NA,"success",NA,NA,298,NA,NA
"184","gorche","gorche",NA,"ETH",NA,NA,96.03731218,NA,NA,"success",NA,NA,175,NA,NA
"185","goro","goro",NA,"ETH",NA,NA,112.5827669,NA,NA,"success",NA,NA,596,NA,NA
"186","gorodola","gorodola",NA,"ETH",NA,NA,149.832722,NA,NA,"success",NA,NA,643,NA,NA
"187","gorogutu","gorogutu",NA,"ETH",NA,NA,99.55749775,NA,NA,"success",NA,NA,420,NA,NA
"188","guangua","guangua",NA,"ETH",NA,NA,78.59140358,NA,NA,"success",NA,NA,717,NA,NA
"189","guba","guba",NA,"ETH",NA,NA,157.5741895,NA,NA,"success",NA,NA,234,NA,NA
"190","gubalafto","gubalafto",NA,"ETH",NA,NA,108.0151616,NA,NA,"success",NA,NA,796,NA,NA
"191","guduru","guduru",NA,"ETH",NA,NA,94.44181714,NA,NA,"success",NA,NA,403,NA,NA
"192","gulele","gulele",NA,"ETH",NA,NA,84.66142366,NA,NA,"success",NA,NA,657,NA,NA
"193","guliso","guliso",NA,"ETH",NA,NA,67.53842552,NA,NA,"success",NA,NA,648,NA,NA
"194","gulomekeda","gulomekeda",NA,"ETH",NA,NA,50.21272423,NA,NA,"success",NA,NA,11,NA,NA
"195","gumay","gumay",NA,"ETH",NA,NA,105.5636152,NA,NA,"success",NA,NA,566,NA,NA
